net,length_um
RF.registers\[15\]\[24\],14.96
RF.registers\[20\]\[22\],14.96
RF.registers\[23\]\[12\],14.96
_2230_,14.96
RF.registers\[0\]\[30\],14.94
RF.registers\[11\]\[8\],14.94
RF.registers\[21\]\[11\],14.94
RF.registers\[1\]\[11\],14.92
RF.registers\[20\]\[28\],14.92
RF.registers\[31\]\[24\],14.88
RF.registers\[22\]\[29\],14.865
RF.registers\[6\]\[23\],14.85
RF.registers\[16\]\[23\],14.84
RF.registers\[24\]\[16\],14.84
RF.registers\[9\]\[15\],14.84
RF.registers\[10\]\[2\],14.83
RF.registers\[25\]\[3\],14.82
RF.registers\[5\]\[20\],14.8
RF.registers\[5\]\[5\],14.8
_1460_,14.8
_1468_,14.8
RF.registers\[12\]\[22\],14.76
RF.registers\[17\]\[20\],14.76
RF.registers\[20\]\[25\],14.76
RF.registers\[27\]\[10\],14.76
_1154_,14.76
_1350_,14.76
_2594_,14.76
RF.registers\[3\]\[26\],14.72
_2424_,14.72
RF.registers\[19\]\[24\],14.7
RF.registers\[29\]\[11\],14.68
_2474_,14.68
RF.registers\[5\]\[6\],14.64
_2801_,14.64
RF.registers\[20\]\[7\],14.62
_1420_,14.62
_1610_,14.62
RF.registers\[16\]\[10\],14.6
RF.registers\[28\]\[24\],14.6
_1132_,14.6
_2952_,14.6
_1891_,14.58
_2819_,14.58
RF.registers\[25\]\[10\],14.56
RF.registers\[14\]\[8\],14.55
RF.registers\[6\]\[0\],14.55
RF.registers\[4\]\[13\],14.54
_1206_,14.54
_2492_,14.54
_3429_,14.54
RF.registers\[11\]\[23\],14.52
RF.registers\[23\]\[17\],14.52
_2513_,14.52
RF.registers\[1\]\[5\],14.5
RF.registers\[27\]\[2\],14.5
RF.registers\[4\]\[11\],14.5
_1804_,14.49
RF.registers\[3\]\[13\],14.48
_2369_,14.48
_1253_,14.46
_2126_,14.46
RF.registers\[2\]\[22\],14.43
RF.registers\[2\]\[25\],14.43
RF.registers\[17\]\[2\],14.42
_1466_,14.42
_1064_,14.4
_2806_,14.4
RF.registers\[24\]\[30\],14.38
RF.registers\[25\]\[24\],14.38
RF.registers\[25\]\[8\],14.38
RF.registers\[28\]\[29\],14.38
RF.registers\[7\]\[25\],14.38
_2085_,14.38
_3637_,14.38
_1598_,14.34
_2893_,14.34
RF.registers\[26\]\[19\],14.33
RF.registers\[27\]\[6\],14.3
RF.registers\[3\]\[23\],14.3
_2083_,14.3
_2400_,14.3
_2418_,14.3
RF.registers\[6\]\[22\],14.29
_2847_,14.28
RF.registers\[10\]\[9\],14.275
RF.registers\[25\]\[17\],14.26
RF.registers\[28\]\[6\],14.26
WD3[13],14.24
RF.registers\[23\]\[7\],14.215
RF.registers\[6\]\[25\],14.215
_2569_,14.185
RF.registers\[31\]\[1\],14.18
_3220_,14.16
RF.registers\[16\]\[9\],14.14
_1835_,14.14
_2672_,14.12
RF.registers\[16\]\[13\],14.1
_1961_,14.1
RF.registers\[19\]\[31\],14.08
_2025_,14.08
RF.registers\[2\]\[27\],14.075
RF.registers\[1\]\[15\],14.04
RF.registers\[28\]\[22\],14.04
RF.registers\[29\]\[13\],14.04
RF.registers\[31\]\[2\],14.04
_2752_,14.04
RF.registers\[25\]\[28\],14.02
_2635_,14.02
RF.registers\[13\]\[25\],14
RF.registers\[20\]\[21\],14
RF.registers\[23\]\[27\],14
_1312_,13.98
_1971_,13.98
_3236_,13.96
_3970_,13.96
_1748_,13.94
RF.registers\[23\]\[20\],13.92
RF.registers\[6\]\[17\],13.895
_1454_,13.88
_1632_,13.88
_2034_,13.88
RF.registers\[30\]\[24\],13.87
RF.registers\[7\]\[3\],13.87
RF.registers\[13\]\[17\],13.81
RF.registers\[21\]\[0\],13.8
_1646_,13.8
RF.registers\[17\]\[11\],13.78
RF.registers\[29\]\[26\],13.78
_1204_,13.76
RF.registers\[24\]\[15\],13.75
_1151_,13.74
RF.registers\[12\]\[27\],13.7
_1210_,13.7
_2559_,13.7
RF.registers\[11\]\[9\],13.68
RF.registers\[24\]\[7\],13.66
_1497_,13.66
_1501_,13.66
RF.registers\[18\]\[26\],13.65
_1377_,13.64
_4089_,13.64
RF.registers\[8\]\[0\],13.62
_1588_,13.62
_2139_,13.62
RF.registers\[17\]\[3\],13.58
RF.registers\[25\]\[6\],13.58
RF.registers\[7\]\[8\],13.58
_0653_,13.58
RF.registers\[1\]\[14\],13.56
RF.registers\[25\]\[4\],13.56
_2777_,13.56
_1138_,13.54
RF.registers\[2\]\[4\],13.515
RF.registers\[27\]\[18\],13.5
_2416_,13.5
_3205_,13.5
RF.registers\[11\]\[16\],13.48
RF.registers\[19\]\[26\],13.48
RF.registers\[1\]\[6\],13.46
RF.registers\[27\]\[24\],13.46
RF.registers\[4\]\[1\],13.46
RF.registers\[22\]\[5\],13.445
_1863_,13.445
RF.registers\[13\]\[2\],13.44
_1129_,13.42
_2981_,13.42
_2540_,13.4
RF.registers\[23\]\[4\],13.38
RF.registers\[27\]\[0\],13.38
RF.registers\[5\]\[16\],13.38
_2147_,13.38
_0897_,13.365
_2325_,13.36
_2275_,13.345
_2535_,13.345
RF.registers\[15\]\[29\],13.34
RF.registers\[28\]\[2\],13.34
RF.registers\[7\]\[26\],13.34
RF.registers\[9\]\[22\],13.34
_2934_,13.335
_2866_,13.32
RF.registers\[25\]\[9\],13.3
_1180_,13.28
RF.registers\[0\]\[14\],13.26
RF.registers\[20\]\[15\],13.26
RF.registers\[9\]\[17\],13.26
_2194_,13.23
RF.registers\[1\]\[13\],13.22
RF.registers\[24\]\[5\],13.22
_2518_,13.22
_1887_,13.205
_1362_,13.2
_2897_,13.2
_2406_,13.18
RF.registers\[24\]\[23\],13.16
_2192_,13.16
_2862_,13.16
RF.registers\[21\]\[31\],13.14
RF.registers\[15\]\[31\],13.12
RF.registers\[21\]\[30\],13.12
RF.registers\[4\]\[8\],13.12
_1450_,13.12
_2409_,13.12
_3701_,13.12
_0717_,13.115
_1933_,13.1
_1499_,13.08
_1606_,13.08
_1851_,13.08
_2159_,13.08
RF.registers\[7\]\[14\],13.06
RF.registers\[23\]\[31\],13.04
RF.registers\[3\]\[17\],13.04
_1508_,13.04
RF.registers\[6\]\[27\],13.025
_3738_,13
_0525_,12.985
RF.registers\[12\]\[0\],12.98
_2738_,12.98
_1906_,12.96
_2970_,12.96
_3153_,12.94
RF.registers\[4\]\[6\],12.92
_1984_,12.92
RF.registers\[23\]\[18\],12.9
_2640_,12.9
_2739_,12.89
_0933_,12.885
_2987_,12.88
_3857_,12.86
RF.registers\[28\]\[12\],12.84
_2784_,12.84
RF.registers\[18\]\[29\],12.83
_1096_,12.82
_2017_,12.8
_3285_,12.74
RF.registers\[3\]\[4\],12.7
_3505_,12.7
RF.registers\[21\]\[5\],12.66
RF.registers\[25\]\[30\],12.66
RF.registers\[28\]\[8\],12.66
RF.registers\[23\]\[30\],12.64
_2637_,12.64
RF.registers\[15\]\[5\],12.62
_1091_,12.62
_2717_,12.62
_3828_,12.62
_4171_,12.6
_1774_,12.58
_2948_,12.58
_1337_,12.565
_3981_,12.56
RF.registers\[14\]\[24\],12.545
RF.registers\[21\]\[7\],12.54
_1113_,12.54
_2328_,12.54
RF.registers\[23\]\[0\],12.52
_2161_,12.52
_0591_,12.505
_1368_,12.5
_1920_,12.5
_1968_,12.5
_2546_,12.5
_0858_,12.48
_1651_,12.48
RF.registers\[9\]\[3\],12.47
RF.registers\[21\]\[14\],12.46
_3935_,12.46
_1479_,12.44
_2688_,12.44
_1252_,12.4
_1403_,12.4
_1630_,12.4
_2027_,12.4
_2499_,12.4
RF.registers\[26\]\[24\],12.39
_2313_,12.38
RF.registers\[0\]\[12\],12.34
RF.registers\[0\]\[1\],12.34
_1870_,12.34
_4164_,12.34
RF.registers\[1\]\[20\],12.32
RF.registers\[4\]\[24\],12.32
_1519_,12.32
_2734_,12.32
RF.registers\[0\]\[4\],12.3
RF.registers\[21\]\[3\],12.3
_2359_,12.3
_1069_,12.28
_2391_,12.28
_2900_,12.26
_3667_,12.26
RF.registers\[0\]\[9\],12.24
RF.registers\[4\]\[16\],12.24
_2495_,12.24
_2548_,12.24
_2642_,12.22
RF.registers\[13\]\[21\],12.2
RF.registers\[21\]\[2\],12.2
_3486_,12.18
_3767_,12.18
_3822_,12.18
_2824_,12.165
RF.registers\[13\]\[18\],12.16
_4077_,12.16
_3219_,12.14
_1031_,12.12
_3617_,12.12
RF.registers\[17\]\[13\],12.08
_2301_,12.08
_1998_,12.06
_2244_,12.045
RF.registers\[5\]\[19\],12.04
_1240_,12.04
_0329_,12.005
RF.registers\[13\]\[6\],12
_1607_,12
_3496_,12
_0513_,11.985
_2918_,11.98
_2316_,11.94
_2656_,11.94
WD3[10],11.92
_2352_,11.92
_2820_,11.92
_0121_,11.885
_1742_,11.88
_0240_,11.865
_2763_,11.86
_4002_,11.86
RF.registers\[6\]\[14\],11.84
WD3[27],11.82
_2969_,11.8
_3061_,11.8
RF.registers\[21\]\[9\],11.78
_1379_,11.78
_1398_,11.78
_1934_,11.78
_3271_,11.78
_3765_,11.78
_3851_,11.78
RF.registers\[13\]\[30\],11.74
RF.registers\[23\]\[23\],11.74
RF.registers\[28\]\[17\],11.74
_1991_,11.74
_2324_,11.74
_4234_,11.74
_3836_,11.72
RF.registers\[21\]\[28\],11.7
_2599_,11.7
_4184_,11.68
RF.registers\[17\]\[17\],11.66
_1496_,11.66
_1944_,11.66
_2590_,11.66
_2687_,11.66
_2896_,11.66
_3993_,11.66
_1118_,11.62
_2206_,11.62
_3211_,11.62
_3457_,11.62
_1624_,11.6
_2293_,11.6
_0555_,11.585
_1756_,11.58
_1785_,11.58
_1796_,11.58
_1938_,11.58
_3615_,11.58
_0972_,11.565
_2068_,11.56
RF.registers\[23\]\[11\],11.54
RF.registers\[9\]\[8\],11.54
_1467_,11.54
_2543_,11.54
_1302_,11.5
_1410_,11.5
_2209_,11.5
_3428_,11.5
_3820_,11.5
A1[1],11.48
_1241_,11.48
_3380_,11.48
_3678_,11.48
_4206_,11.48
_2281_,11.46
_2398_,11.46
_2587_,11.46
_2523_,11.44
RF.registers\[13\]\[12\],11.42
RF.registers\[29\]\[23\],11.38
_1955_,11.36
_2291_,11.34
_2935_,11.34
RF.registers\[15\]\[25\],11.32
RF.registers\[15\]\[7\],11.32
RF.registers\[17\]\[12\],11.32
_2144_,11.3
RF.registers\[15\]\[8\],11.28
RF.registers\[3\]\[1\],11.28
_2392_,11.28
_3287_,11.28
_1235_,11.26
_2665_,11.26
_1376_,11.24
_2200_,11.24
_3936_,11.24
_1473_,11.2
_1529_,11.2
_3251_,11.2
_4122_,11.2
RF.registers\[29\]\[22\],11.18
_2101_,11.18
RF.registers\[25\]\[22\],11.16
RF.registers\[25\]\[31\],11.16
_1876_,11.16
_2773_,11.16
_2835_,11.16
WD3[7],11.14
_1393_,11.14
_1408_,11.14
_1483_,11.14
_1683_,11.14
_2036_,11.14
_2641_,11.14
_4253_,11.14
_2941_,11.12
_3397_,11.12
_3801_,11.12
_3813_,11.12
_3924_,11.12
_4159_,11.12
RF.registers\[14\]\[29\],11.095
RF.registers\[6\]\[8\],11.095
_2509_,11.08
_2073_,11.06
_2917_,11.06
_0033_,11.045
RF.registers\[13\]\[10\],11.04
_1736_,11.04
A1[0],11.02
RF.registers\[4\]\[5\],10.96
_1781_,10.96
_2365_,10.96
_1232_,10.92
_1133_,10.9
_1422_,10.9
_3283_,10.9
RF.registers\[13\]\[11\],10.86
_3359_,10.86
_0835_,10.855
_2081_,10.84
_3370_,10.8
_1244_,10.78
_1615_,10.78
_1663_,10.78
_2218_,10.78
_3142_,10.78
_3533_,10.78
_1948_,10.76
_2537_,10.76
_0802_,10.745
RF.registers\[4\]\[12\],10.74
_1409_,10.74
_2388_,10.74
_2790_,10.74
_2858_,10.74
_2926_,10.74
_4004_,10.74
_4023_,10.74
_2564_,10.72
RF.registers\[31\]\[0\],10.7
_1225_,10.7
_2744_,10.7
_2890_,10.7
_3215_,10.7
RF.registers\[5\]\[1\],10.68
_2603_,10.66
_2998_,10.66
_3293_,10.66
_0636_,10.64
_1846_,10.64
RF.registers\[1\]\[16\],10.62
RF.registers\[7\]\[30\],10.62
_2618_,10.62
_0829_,10.585
RF.registers\[1\]\[1\],10.58
RF.registers\[22\]\[24\],10.55
_1209_,10.54
_2805_,10.54
_3425_,10.54
_0507_,10.535
_0456_,10.525
RF.registers\[17\]\[1\],10.5
_2035_,10.5
_2942_,10.5
_2682_,10.49
_0466_,10.425
RF.registers\[9\]\[5\],10.42
_2172_,10.42
RF.registers\[0\]\[5\],10.4
_1589_,10.4
_3930_,10.4
_4224_,10.4
_0696_,10.365
_1932_,10.32
_2133_,10.32
_2274_,10.32
_3225_,10.32
_1664_,10.3
RF.registers\[1\]\[7\],10.28
_1218_,10.28
_1584_,10.28
_2932_,10.28
_3469_,10.28
_3811_,10.28
_3901_,10.28
_3986_,10.28
_4071_,10.28
_4087_,10.28
_4182_,10.28
_1546_,10.24
_2294_,10.24
_2434_,10.24
_3325_,10.24
_3751_,10.24
_1234_,10.22
RF.registers\[6\]\[4\],10.19
_1913_,10.18
_2968_,10.18
_2986_,10.18
RF.registers\[29\]\[14\],10.16
_4252_,10.16
_0832_,10.145
_1477_,10.14
_1265_,10.12
A2[3],10.1
WD3[4],10.1
_1300_,10.1
_1759_,10.1
_1927_,10.1
_2708_,10.1
_2783_,10.08
_2660_,10.06
_2996_,10.06
_0283_,10.025
_1176_,10.02
_1115_,10
_1457_,10
_1482_,9.98
_3216_,9.98
_1857_,9.96
_2690_,9.96
_2747_,9.96
_2864_,9.96
_2891_,9.96
RF.registers\[21\]\[16\],9.94
RF.registers\[21\]\[21\],9.94
_4100_,9.94
RF.registers\[23\]\[29\],9.9
_2454_,9.9
_3756_,9.9
_2644_,9.88
_2671_,9.88
_3136_,9.88
_3150_,9.88
_3531_,9.88
_0360_,9.865
_2558_,9.86
_2921_,9.86
_2978_,9.86
_3520_,9.86
_4158_,9.86
_4251_,9.86
_3343_,9.84
RF.registers\[28\]\[5\],9.82
_2342_,9.82
_2774_,9.82
_2872_,9.82
_3261_,9.82
_3718_,9.82
_4043_,9.82
_3888_,9.8
_4102_,9.8
RF.registers\[1\]\[19\],9.78
_1344_,9.78
_1760_,9.78
_3284_,9.78
_0895_,9.765
_2349_,9.74
_2769_,9.72
_0009_,9.68
_1442_,9.68
_1966_,9.68
_2258_,9.66
WD3[0],9.64
_1274_,9.64
_1356_,9.64
_2288_,9.62
_2484_,9.62
_0867_,9.6
_2960_,9.6
RF.registers\[17\]\[18\],9.58
_0876_,9.555
_0036_,9.545
WD3[20],9.52
WD3[22],9.52
WD3[24],9.52
WD3[26],9.52
_1432_,9.52
_1585_,9.52
_3878_,9.52
_0465_,9.505
_2638_,9.5
_2809_,9.5
_2168_,9.48
_3229_,9.48
_3323_,9.48
_2379_,9.46
_0276_,9.445
RF.registers\[1\]\[23\],9.44
RF.registers\[21\]\[4\],9.44
RF.registers\[28\]\[11\],9.44
_1269_,9.44
_1967_,9.44
_3403_,9.44
_2651_,9.42
_3364_,9.42
_3704_,9.42
_3900_,9.42
_3968_,9.42
_4026_,9.42
_0151_,9.405
_0585_,9.405
_2136_,9.4
_2306_,9.4
_4006_,9.4
_4088_,9.4
_0345_,9.385
_1960_,9.38
_0541_,9.375
_0070_,9.365
RF.registers\[25\]\[29\],9.36
_1439_,9.36
_2394_,9.36
_3734_,9.36
_3841_,9.36
_4257_,9.36
RF.registers\[1\]\[31\],9.34
_1270_,9.32
_1346_,9.32
_2072_,9.32
_3694_,9.32
_3709_,9.32
_3744_,9.32
_3823_,9.32
_3827_,9.32
WD3[12],9.3
_2476_,9.28
_1878_,9.26
_2211_,9.26
_2944_,9.26
_3121_,9.26
_3451_,9.26
RF.registers\[1\]\[3\],9.24
RF.registers\[21\]\[17\],9.24
_1751_,9.22
_1805_,9.22
_2198_,9.22
_1747_,9.2
_1986_,9.2
_2060_,9.16
_2217_,9.16
_2321_,9.14
_2756_,9.14
_0567_,9.125
_0941_,9.125
RF.registers\[29\]\[1\],9.12
_2350_,9.12
_2668_,9.12
_2219_,9.1
_2264_,9.08
_0193_,9.075
WD3[25],9.06
_2852_,9.06
RF.registers\[21\]\[19\],9.04
RF.registers\[25\]\[12\],9.04
_4242_,9.04
RF.registers\[13\]\[13\],9.02
RF.registers\[17\]\[16\],9.02
RF.registers\[29\]\[10\],9.02
RF.registers\[5\]\[11\],9.02
_2429_,9.02
_3199_,9.02
_3644_,9.02
_3954_,9.02
_4181_,9.02
_2182_,9.01
_2572_,9.01
_0737_,9.005
RF.registers\[9\]\[10\],9
_0045_,8.985
_1862_,8.98
_2480_,8.98
_2924_,8.98
_3329_,8.98
_3729_,8.98
_0043_,8.975
_0322_,8.965
_3158_,8.96
_0117_,8.945
_0376_,8.945
_0697_,8.945
_2793_,8.94
_1959_,8.92
_2245_,8.92
_2659_,8.92
_0872_,8.905
_2817_,8.905
_2054_,8.9
_3610_,8.9
_3657_,8.9
_3816_,8.9
_3824_,8.9
_3937_,8.9
_4091_,8.9
_0646_,8.885
_2413_,8.88
_3265_,8.88
_1247_,8.86
_1303_,8.86
_1463_,8.86
_3254_,8.86
_3272_,8.86
_3333_,8.86
_3430_,8.86
_3802_,8.86
A1[2],8.84
WD3[11],8.84
WD3[9],8.84
_1939_,8.84
_2676_,8.84
_0844_,8.825
_2332_,8.82
_2360_,8.82
_1114_,8.8
_2029_,8.8
_2816_,8.8
RF.registers\[29\]\[28\],8.78
_1103_,8.78
_1226_,8.78
_1507_,8.78
_1620_,8.76
_2906_,8.76
_2169_,8.74
_2232_,8.74
_0628_,8.725
A1[4],8.72
A2[2],8.72
A2[4],8.72
WD3[1],8.72
WD3[21],8.72
WD3[28],8.72
WD3[29],8.72
WD3[2],8.72
WD3[3],8.72
WD3[5],8.72
WD3[6],8.72
_2266_,8.72
_2179_,8.7
_2691_,8.7
_0553_,8.695
RF.registers\[29\]\[31\],8.66
_3625_,8.66
_2095_,8.64
_1278_,8.62
_2887_,8.6
_2938_,8.6
_3360_,8.6
_3399_,8.6
_3437_,8.6
_0533_,8.585
_0757_,8.575
RF.registers\[1\]\[24\],8.56
_1318_,8.56
_1495_,8.56
_3923_,8.56
_0509_,8.525
_0550_,8.525
_1763_,8.52
_2318_,8.52
_2742_,8.52
_3598_,8.52
_3703_,8.52
_1752_,8.5
_0518_,8.485
_0613_,8.485
_2401_,8.48
_2785_,8.48
_3049_,8.48
_1317_,8.44
_1426_,8.44
_2367_,8.44
_2879_,8.44
_3237_,8.44
_3314_,8.44
_3655_,8.44
_3741_,8.44
_3860_,8.44
_3939_,8.44
_0399_,8.435
_0012_,8.405
_1392_,8.4
_1830_,8.4
_2183_,8.4
_3556_,8.4
_4029_,8.4
A1[3],8.38
_0593_,8.38
_2171_,8.38
_2515_,8.38
ALU_result[14],8.37
_0834_,8.365
_2289_,8.36
_2361_,8.36
_3366_,8.36
_4140_,8.36
_4236_,8.36
_0161_,8.345
_1458_,8.34
_1555_,8.34
_3630_,8.34
_0405_,8.32
_2128_,8.32
_0915_,8.305
_1626_,8.3
_1656_,8.3
_1985_,8.3
_0285_,8.285
_1575_,8.28
_1661_,8.28
_2507_,8.28
_3791_,8.28
_0527_,8.24
_2954_,8.24
_1311_,8.22
_1021_,8.205
RF.registers\[29\]\[21\],8.2
_1084_,8.2
_0327_,8.195
_2107_,8.18
_2983_,8.18
WD3[8],8.15
_2602_,8.14
_2778_,8.14
_1819_,8.12
_2399_,8.12
RF.registers\[13\]\[19\],8.1
RF.registers\[28\]\[30\],8.1
_2249_,8.1
_3100_,8.1
_3564_,8.1
_3635_,8.1
_3719_,8.1
_4027_,8.1
_0040_,8.095
_0112_,8.085
_0894_,8.085
_0057_,8.065
_0579_,8.065
_1136_,8.06
_1308_,8.06
_3341_,8.06
_3733_,8.06
_4258_,8.06
_0095_,8.025
_0649_,8.025
_1223_,8.02
_2683_,8.02
_3184_,8.02
_3391_,8.02
_3638_,8.02
_1993_,7.98
_2457_,7.98
_2639_,7.98
_2800_,7.98
_2964_,7.98
_3241_,7.98
_3723_,7.98
_3748_,7.98
_4014_,7.98
_4109_,7.98
_4201_,7.98
_4226_,7.98
_0319_,7.975
_2422_,7.96
_0660_,7.945
_1009_,7.945
_1724_,7.94
_2196_,7.94
_3018_,7.94
_3864_,7.94
_2534_,7.92
_0434_,7.905
_1550_,7.9
_2726_,7.9
_4001_,7.9
_0911_,7.895
_0871_,7.88
_1551_,7.88
_2410_,7.88
_2061_,7.86
_0987_,7.845
_1786_,7.84
_1831_,7.84
_2045_,7.84
_1682_,7.82
_2645_,7.8
_2989_,7.8
_1516_,7.78
_0306_,7.775
_1688_,7.76
_0320_,7.735
_2162_,7.7
_1544_,7.68
_3833_,7.68
_4138_,7.68
_0087_,7.645
_1525_,7.64
_2022_,7.64
_2957_,7.64
_3066_,7.64
_3383_,7.64
_3643_,7.64
_3720_,7.64
_3912_,7.64
_4010_,7.64
_4090_,7.64
_4210_,7.64
_1875_,7.62
_0770_,7.615
_0807_,7.605
_1778_,7.6
_2913_,7.6
_3014_,7.6
_3319_,7.6
_4225_,7.6
_2088_,7.58
_3365_,7.58
_0391_,7.575
_0212_,7.565
_0232_,7.565
_2086_,7.565
_0864_,7.56
_2377_,7.56
_3809_,7.56
_4055_,7.56
_1161_,7.54
_0209_,7.525
RF.registers\[5\]\[18\],7.52
_1224_,7.52
_1554_,7.52
_1591_,7.52
_1852_,7.52
_2241_,7.52
_2951_,7.52
_3096_,7.52
_3238_,7.52
_3769_,7.52
_3897_,7.52
_3960_,7.52
_4112_,7.52
_1007_,7.505
_3685_,7.5
_2000_,7.48
_3584_,7.48
_3946_,7.48
_4222_,7.48
_0901_,7.475
_1465_,7.46
_1568_,7.46
_2207_,7.46
RF.registers\[5\]\[8\],7.44
_3575_,7.44
_0467_,7.42
_0816_,7.42
_1251_,7.42
_1824_,7.42
_1892_,7.42
_1926_,7.42
_2004_,7.42
_2516_,7.42
_1755_,7.4
_1826_,7.4
_2130_,7.4
_2186_,7.4
_0018_,7.395
_0286_,7.385
_0606_,7.385
_0641_,7.385
_1411_,7.38
_2021_,7.38
_2481_,7.38
_1257_,7.36
_0681_,7.355
_0251_,7.345
_2308_,7.32
_0089_,7.305
_0750_,7.305
_2436_,7.3
_0128_,7.285
_0474_,7.285
_1014_,7.285
_1019_,7.285
_2108_,7.28
_2407_,7.28
_3378_,7.28
_0411_,7.265
_0562_,7.265
_0522_,7.245
_0852_,7.245
_1186_,7.24
_3115_,7.22
_3348_,7.22
_3354_,7.22
RF.registers\[5\]\[12\],7.18
_1130_,7.18
_1694_,7.18
_2345_,7.18
_2555_,7.18
_3034_,7.18
_3084_,7.18
_3224_,7.18
_3250_,7.18
_3395_,7.18
_3592_,7.18
_3648_,7.18
_3673_,7.18
_4022_,7.18
_4044_,7.18
_4045_,7.18
_4160_,7.18
_2604_,7.16
_1143_,7.15
_0184_,7.145
_1004_,7.145
_1404_,7.14
_1928_,7.14
_3026_,7.14
_4228_,7.14
_4240_,7.14
_3151_,7.12
_3742_,7.12
ALU_result[0],7.11
_0545_,7.105
_0714_,7.105
_0763_,7.105
_1079_,7.1
_1644_,7.1
_2832_,7.1
_2860_,7.1
_2874_,7.1
_3012_,7.1
_3149_,7.1
_3279_,7.1
_3381_,7.1
_4039_,7.1
_4154_,7.1
_2378_,7.08
_1045_,7.06
_1155_,7.06
_1320_,7.06
_1330_,7.06
_1396_,7.06
_2042_,7.06
_3059_,7.06
_3177_,7.06
_3404_,7.06
_3618_,7.06
_3649_,7.06
_3671_,7.06
_4213_,7.06
_0238_,7.045
_0708_,7.045
_3144_,7.04
_3234_,7.04
_4214_,7.04
_4233_,7.04
_0084_,7.02
_0418_,7.015
_1003_,7
_1373_,6.985
_1988_,6.98
_2362_,6.98
_3226_,6.98
_3327_,6.98
_3695_,6.98
_3950_,6.98
_1120_,6.96
_1353_,6.96
_1583_,6.96
_3174_,6.96
_3416_,6.96
RF.registers\[25\]\[26\],6.94
_2452_,6.94
_0007_,6.925
_0665_,6.925
_1233_,6.92
_2263_,6.92
_0734_,6.905
_2430_,6.9
_2612_,6.9
_2760_,6.9
_0768_,6.885
_2384_,6.86
_2713_,6.86
_2916_,6.86
_0652_,6.845
_1840_,6.84
_0072_,6.825
_0243_,6.825
_0333_,6.825
_0485_,6.825
_0488_,6.825
_0542_,6.825
_0543_,6.825
_0603_,6.825
_0616_,6.825
_0655_,6.825
_0792_,6.825
_0795_,6.825
_0817_,6.825
_0824_,6.825
_0850_,6.825
_0853_,6.825
_0946_,6.825
_1860_,6.82
_0742_,6.805
_2376_,6.805
_0462_,6.795
_2750_,6.78
WD3[16],6.77
_3204_,6.76
_3262_,6.76
_3471_,6.76
_3522_,6.76
_3541_,6.76
_3632_,6.76
_3858_,6.76
_3874_,6.76
_3877_,6.76
_3779_,6.74
_1153_,6.72
_1657_,6.72
_1809_,6.72
_1924_,6.72
_2351_,6.72
_2542_,6.72
_2615_,6.72
_2636_,6.72
_2670_,6.72
_3248_,6.72
_3330_,6.72
_3527_,6.72
_3579_,6.72
_3640_,6.72
_3693_,6.72
_3868_,6.72
_3979_,6.72
_3982_,6.72
_4008_,6.72
_4190_,6.72
_4203_,6.72
_0587_,6.705
_1015_,6.705
_0590_,6.685
_0836_,6.685
ALU_result[20],6.67
ALU_result[29],6.67
ALU_result[6],6.67
_2103_,6.66
_0619_,6.645
_1160_,6.64
_1921_,6.64
_2225_,6.64
_2579_,6.64
_2842_,6.64
_3016_,6.64
_3055_,6.64
_3264_,6.64
_3296_,6.64
_3373_,6.64
_3645_,6.64
_3689_,6.64
_3805_,6.64
_3913_,6.64
_4053_,6.64
_4167_,6.64
_4185_,6.64
_4200_,6.64
_4248_,6.64
_0448_,6.625
_2414_,6.62
_2787_,6.62
_4170_,6.62
_0861_,6.615
_0884_,6.615
_1407_,6.6
_1801_,6.6
_2002_,6.6
_2214_,6.6
_2804_,6.6
_2844_,6.6
_2953_,6.6
_2958_,6.6
_3104_,6.6
_3129_,6.6
_3257_,6.6
_3274_,6.6
_3439_,6.6
_3532_,6.6
_3546_,6.6
_3958_,6.6
_3997_,6.6
_4020_,6.6
_4046_,6.6
_4110_,6.6
_4187_,6.6
_0969_,6.595
_0875_,6.585
_3443_,6.58
_3490_,6.58
opcode[0],6.55
_0325_,6.525
_3427_,6.52
_3501_,6.52
_3787_,6.52
_3814_,6.52
_4080_,6.52
_0654_,6.515
_0601_,6.5
_1367_,6.5
_2925_,6.5
_2322_,6.48
_0080_,6.465
_0374_,6.465
_0635_,6.465
_1242_,6.44
_1513_,6.44
_1292_,6.4
_1947_,6.4
_2185_,6.4
_2674_,6.4
_3616_,6.4
_1363_,6.38
_0014_,6.365
_0020_,6.365
_0023_,6.365
_0273_,6.365
_0289_,6.365
_0300_,6.365
_0387_,6.365
_0574_,6.365
_0643_,6.365
_0776_,6.365
_0810_,6.365
_0826_,6.365
_0877_,6.365
_0991_,6.365
_1375_,6.36
_2142_,6.36
_2560_,6.36
ALU_result[31],6.33
_0455_,6.325
_1333_,6.32
_2833_,6.32
_2919_,6.32
_1783_,6.3
_2459_,6.3
_2608_,6.3
_3213_,6.3
_3240_,6.3
_3312_,6.3
_3656_,6.3
_3670_,6.3
_3737_,6.3
_3928_,6.3
_3947_,6.3
_3973_,6.3
_4042_,6.3
_4069_,6.3
_4107_,6.3
_0125_,6.285
_4256_,6.28
_1749_,6.26
_1770_,6.26
_2283_,6.26
_3040_,6.26
_3051_,6.26
_3252_,6.26
_3292_,6.26
_3482_,6.26
_3568_,6.26
_3679_,6.26
_3743_,6.26
_3812_,6.26
_3985_,6.26
_4145_,6.26
